word	ipa	language	pos	concept	label
répondre	ʁepɔ̃dʁə	french	verb	answer	0
parmi	paʁmi	french	function	among	0
organisation	ɔʁɡanizasjɔ̃	french	noun	organization	0
alors	alɔʁ	french	function	then	0
prairie	taɪɡa	french	noun	prairie	0
requiem	ʀekjɛm	french	noun	requiem	0
cité	site	french	noun	city	0
laisser	lɛse	french	verb	let	0
vouloir	vulwaʁ	french	verb	want	0
quatre	katʁ	french	adjective	four	0
conduire	kɔ̃dyʁ	french	verb	drive	0
déjà	deʒa	french	adverb	already	0
année	ane	french	noun	year	0
quelque	kɛlkə	french	function	some	0
aider	edɛ	french	verb	help	0
étude	etyd	french	noun	étude	0
cuire	kɥiʁ	french	verb	bake	0
liaison	ljɛzɔ̃	french	noun	liaison	0
université	ynivɛʁsite	french	noun	university	0
étudiant	etydjɑ̃	french	noun	student	0
pluie	plɥi	french	noun	rain	0
chose	ʃoz	french	noun	thing	0
bouche	buʃ	french	noun	mouth	0
je	ʒə	french	function	i	0
cœur	kœʁ	french	noun	heart	0
commencer	kɔ̃mɑ̃se	french	verb	start	0
vendre	vɑ̃dʁə	french	verb	sell	0
seul	sœl	french	adjective	alone	0
ce	sə	french	function	this	0
minute	minyt	french	noun	minute	0
moderne	mɔdɛʁn	french	noun	modern	0
jour	ʒuʁ	french	noun	day	0
objet	ɔbʒɛ	french	noun	object	0
silhouette	silwɛt	french	noun	silhouette	0
burlesque	byʁlɛsk	french	noun	burlesque	0
rendezvous	ʁɑ̃devu	french	noun	meeting	0
route	ʁut	french	noun	road	0
naturel	natyʁɛl	french	noun	natural	0
eau	o	french	noun	water	0
enfer	ɑ̃fɛʁ	french	noun	inferno	0
dire	diʁ	french	verb	say	0
chien	ʃjɛ̃	french	noun	dog	0
hôpital	opital	french	noun	hospital	0
pourrait	puʁɛ	french	verb	might	0
les deux	lezwazo	french	function	both	0
aller	ale	french	verb	go	0
fête	fɛt	french	noun	fest	0
devoir	dəvwaʁ	french	verb	must	0
tête	tɛt	french	noun	head	0
frère	fʁɛʁ	french	noun	brother	0
montrer	mɔ̃tʁe	french	verb	show	0
notre	nɔtʁ	french	function	our	0
si	si	french	function	if	0
naïf	naif	french	adjective	naïve	0
volonté	vɔlɑ̃tid	french	verb	will	0
ciel	sjɛl	french	noun	sky	0
chanter	ʃɑ̃te	french	verb	sing	0
travailler	tʁavaje	french	verb	work	0
profond	pʁɔfɔ̃	french	adjective	deep	0
sable	ʁɔʃe	french	noun	sand	0
casser	kaʁe	french	verb	break	0
canapé	kanape	french	noun	sofa	0
glacier	fjɔʁ	french	noun	glacier	0
centre	sɑ̃tʁ	french	noun	center	0
sur	syʁ	french	function	on	0
quand	kɑ̃	french	function	when	0
rivière	ʁivjɛʁ	french	noun	river	0
courir	kuʁiʁ	french	verb	run	0
goélette	fʁeɡat	french	noun	schooner	0
coquille saint-jacques	mul	french	noun	scallop	0
fonction	fɔ̃ksjɔ̃	french	noun	function	0
venir	vən	french	verb	come	0
ordinateur	ɔʁdinatœʁ	french	noun	computer	0
long	lɔ̃	french	adjective	long	0
cliché	kliʃe	french	noun	cliché	0
peur	pœʁ	french	noun	fear	0
vert	vɛʁ	french	adjective	green	0
maison	mɛzɔ̃	french	noun	home	0
rocher	pɑ̃t	french	noun	boulder	0
comme	kɔm	french	function	as	0
jetée	pɔʁ	french	noun	pier	0
méduse	medyz	french	noun	jellyfish	0
passacaille	pasakaj	french	noun	passacaglia	0
lire	liʁ	french	verb	read	0
moule	mul	french	noun	mussel	0
voilier	maʁina	french	noun	sailboat	0
laisser tomber	lasɛtɔ̃bʁə	french	verb	drop	0
beaucoup	boku	french	adjective	many	0
grand	ɡʁɑ̃	french	adjective	big	0
clair	klɛʁ	french	adjective	clear	0
chemin	ʃəmɛ̃	french	noun	way	0
faire	fɛʁ	french	verb	make	0
regarder	ʁəɡaʁde	french	verb	look	0
elle	ɛl	french	function	she	0
pavane	pavan	french	noun	pavane	0
non	nɔ̃	french	function	no	0
destroyer	kano	french	noun	destroyer	0
tennis	tɛnis	french	noun	tennis	0
autour de	aʁɔ̃də	french	function	around	0
oui	wi	french	function	yes	0
sang	sɑ̃	french	noun	blood	0
bicyclette	bisiklɛt	french	noun	bicycle	0
bientôt	bjɛ̃to	french	adverb	soon	0
nuit	nɥi	french	noun	night	0
super	sypɛʁ	french	noun	uber	0
remplir	ʁɑ̃pliʁ	french	verb	fill	0
fleur	flœʁ	french	noun	flower	0
nous	nu	french	function	us	0
main	mɛ̃	french	noun	hand	0
aujourd'hui	ɔʒuʁdɥi	french	noun	today	0
construire	kɔ̃stʁɥiʁ	french	verb	build	0
matinée	matine	french	noun	matinée	0
aussi	osɛ	french	adverb	also	0
poulpe	pulp	french	noun	octopus	0
nombre	nɔ̃bʁ	french	noun	number	0
touriste	tuʁist	french	noun	tourist	0
ami	ami	french	noun	friend	0
était	etɛ	french	verb	was	0
place	plas	french	noun	plaza	0
tôt	to	french	adverb	early	0
mémoire	memwaʁ	french	noun	memory	0
champagne	ʃɑ̃paɲ	french	noun	champagne	0
fermer	fɛʁme	french	verb	close	0
alors	alɔʁ	french	function	so	0
s'asseoir	saswaʁ	french	verb	sit	0
donner	dɔne	french	verb	give	0
rivage	dyn	french	noun	shore	0
ne pas	nəpa	french	function	not	0
bras	bʁa	french	noun	arm	0
sœur	sœʁ	french	noun	sister	0
grimper	ɡʁimpe	french	verb	climb	0
bien que	bjɛ̃kə	french	function	although	0
sec	sɛk	french	adjective	dry	0
eux	ø	french	function	them	0
peu	pø	french	adverb	few	0
caprice	kapʀis	french	noun	capriccio	0
de	də	french	function	of	0
crevette	kʀəvɛt	french	noun	shrimp	0
crête	sɔmɛ	french	noun	ridge	0
jamais	ʒamɛ	french	adverb	never	0
justicier	ʒystisje	french	noun	vigilante	0
pour	puʁ	french	function	for	0
homard	ɔmaʀ	french	noun	lobster	0
fin	fɛ̃	french	noun	end	0
algues	anemɔn	french	noun	algae	0
jonque	kaʁavɛl	french	noun	junk	0
lagon	vaʁɛk	french	noun	lagoon	0
terre	tɛʁ	french	noun	land	0
dormir	dɔʁmiʁ	french	verb	sleep	0
chaise	ʃɛz	french	noun	chair	0
famille	famij	french	noun	family	0
falaise	kʁɛt	french	noun	cliff	0
garder	ɡaʁde	french	verb	keep	0
instrument	ɛ̃stʁymɑ̃	french	noun	instrument	0
steppe	savan	french	noun	steppe	0
croire	kʁɥaʁ	french	verb	believe	0
chaconne	ʃakɔn	french	noun	chaconne	0
rêve	ʁɛv	french	verb	dream	0
visage	vizaʒ	french	noun	face	0
messe	mɛs	french	noun	mass	0
hymne	imn	french	noun	hymn	0
mener	məne	french	verb	lead	0
poser	poze	french	verb	lay	0
il	il	french	function	it	0
oiseau	wazo	french	noun	bird	0
carte	kaʁt	french	noun	map	0
appeler	apɛlɛ	french	verb	call	0
cabaret	kabaʁɛ	french	noun	cabaret	0
angoisse	ɑ̃ɡwas	french	noun	angst	0
arrière-pays	aʁjɛʁpɛi	french	noun	hinterland	0
acheter	aʃtə	french	verb	buy	0
n'importe quel	nɔ̃tʁəkɛl	french	function	any	0
résumé	ʁezyme	french	noun	résumé	0
ovation	ɔvasjɔ̃	french	noun	ovation	0
gala	ɡala	french	noun	gala	0
après	apʁɛ	french	function	after	0
dieu	djø	french	noun	god	0
être	ɛtʁə	french	verb	be	0
montagne	mɔ̃taɲ	french	noun	mountain	0
neige	nɛʒ	french	noun	snow	0
herbe	ɛʁb	french	noun	grass	0
chemise	ʃəmiz	french	noun	shirt	0
tirer	tiʁe	french	verb	pull	0
jeune	ʒœ̃	french	adjective	young	0
chaud	ʃo	french	adjective	warm	0
dau	daʊ	german	noun	dhow	1
person	pɛʁzon	german	noun	person	1
tsunami	tsunami	german	noun	tsunami	1
grunge	ɡʁʊndʒ	german	noun	grunge	1
sardana	saʁdana	german	noun	sardana	1
prärie	pʁɛʁi	german	noun	prairie	1
kadenz	kadɛnts	german	noun	cadenza	1
sonate	zonatə	german	noun	sonata	1
anemone	anemonə	german	noun	anemone	1
rap	ʁap	german	noun	rap	1
sumo	sumo	german	noun	sumo	1
pasta	pasta	german	noun	pasta	1
fregatte	fʁeɡatə	german	noun	frigate	1
papier	papiɐ̯	german	noun	paper	1
düne	dynə	german	noun	dune	1
rondo	ʁɔndo	german	noun	rondo	1
taifun	taifun	german	noun	typhoon	1
eisberg	aɪ̯sbɛʁk	german	noun	iceberg	1
largo	laʁɡo	german	noun	largo	1
capriccio	kapʁitʃo	german	noun	capriccio	1
guerilla	gɛʁiʎa	german	noun	guerrilla	1
adagio	adadʒio	german	noun	adagio	1
chic	ʃik	german	adjective	chic	1
dirigent	diʁiɡɛnt	german	noun	conductor	1
kizomba	kɪzomba	german	noun	kizomba	1
cappuccino	kaputtʃino	german	noun	cappuccino	1
poncho	pɔntʃo	german	noun	poncho	1
energie	eneʁgi	german	noun	energy	1
fassade	fasadə	german	noun	façade	1
cancan	kãkã	german	noun	cancan	1
chaconne	ʃakɔnə	german	noun	chaconne	1
koda	koda	german	noun	coda	1
quintett	kvinˌtɛt	german	noun	quintet	1
macho	matʃo	german	noun	macho	1
septett	zɛptɛt	german	noun	septet	1
aikido	ai̯kido	german	noun	aikido	1
sashimi	zaʃimi	german	noun	sashimi	1
kendo	kɛndo	german	noun	kendo	1
nation	nat͡si̯on	german	noun	nation	1
kanu	kanu	german	noun	canoe	1
gin	dʒɪn	german	noun	gin	1
fernsehen	fɛʁnzeən	german	noun	television	1
whisky	vɪski	german	noun	whiskey	1
safari	zafaʁi	german	noun	safari	1
allemande	aləmãdə	german	noun	allemande	1
region	ʁeɡion	german	noun	region	1
tycoon	taikun	german	noun	tycoon	1
bass	bas	german	noun	bass	1
katamaran	katamaʁan	german	noun	catamaran	1
komposition	kompozitsion	german	noun	composition	1
passacaglia	pasakaɡli̯a	german	noun	passacaglia	1
geisha	ɡɛɪʃa	german	noun	geisha	1
origami	oʁiɡami	german	noun	origami	1
programm	pʁoɡʁam	german	noun	program	1
metall	metal	german	noun	metal	1
felsen	fɛlsn̩	german	noun	rock	1
sandwich	zɛntwɪtʃ	german	noun	sandwich	1
form	fɔʁm	german	noun	form	1
improvisation	ɪmpʁovisatsion	german	noun	improvisation	1
komödie	komødiə	german	noun	comedy	1
bolero	boleʁo	german	noun	bolero	1
dekor	dekɔʁ	german	noun	décor	1
känguru	kɛŋguʁu	german	noun	kangaroo	1
finale	finale	german	noun	finale	1
bachata	batʃata	german	noun	bachata	1
sopran	zopʁan	german	noun	soprano	1
information	ɪnfɔʁmat͡si̯on	german	noun	information	1
psalm	psalm	german	noun	psalm	1
bungalow	bʊŋgalo	german	noun	bungalow	1
duett	duɛt	german	noun	duet	1
yacht	jatʃt	german	noun	yacht	1
blues	blus	german	noun	blues	1
reggae	ʁɛɡe	german	noun	reggae	1
andante	andante	german	noun	andante	1
ramen	ʁamɛn	german	noun	ramen	1
tequila	tekila	german	noun	tequila	1
organisation	ɔʁɡanizat͡si̯on	german	noun	organization	1
brandy	brɛndi	german	noun	brandy	1
modern	modɛʁn	german	noun	modern	1
presto	pʁesto	german	noun	presto	1
karneval	kaʁneval	german	noun	carnival	1
steppe	ʃtɛpə	german	noun	steppe	1
premiere	pʁemiɐ	german	noun	premiere	1
mikrofon	mikrofon	german	noun	microphone	1
polka	pɔlka	german	noun	polka	1
taiga	taɪ̯ɡa	german	noun	taiga	1
internet	ɪntɐnɛt	german	noun	internet	1
computer	kɔmpjutɐ	german	noun	computer	1
gala	ɡala	german	noun	gala	1
koala	koala	german	noun	koala	1
punk	paŋk	german	noun	punk	1
alkohol	alkohol	german	noun	alcohol	1
lama	lama	german	noun	llama	1
orchestrierung	ɔʁkɛstʁiʁʊŋ	german	noun	orchestration	1
interludium	ɪntɛʁludiʊm	german	noun	interlude	1
telefon	telefon	german	noun	telephone	1
industrie	ɪndʊstʁi	german	noun	industry	1
gospel	ɡɔspɛl	german	noun	gospel	1
silhouette	zilʊɛt	german	noun	silhouette	1
scherzo	ʃɛʁtso	german	noun	scherzo	1
legato	leɡato	german	noun	legato	1
tarif	taʁif	german	noun	tariff	1
reggaeton	ʁɛɡɛton	german	noun	reggaeton	1
pizza	pitsa	german	noun	pizza	1
emotion	emotsion	german	noun	emotion	1
karaoke	kaʁaoke	german	noun	karaoke	1
telefon	telefon	german	noun	telephone	1
zen	tsɛn	german	noun	zen	1
burrito	buʁito	german	noun	burrito	1
motiv	motiv	german	noun	motif	1
restaurant	ʁɛstoʁɑ̃	german	noun	restaurant	1
serenade	zeʁenadə	german	noun	serenade	1
politik	politik	german	noun	politics	1
piranha	piʁaɲa	german	noun	piranha	1
oper	opɐ	german	noun	opera	1
sudoku	sudoku	german	noun	sudoku	1
panda	panda	german	noun	panda	1
bluegrass	bluɡʁas	german	noun	bluegrass	1
crescendo	kʁeʃɛndo	german	noun	crescendo	1
leguan	leɡuan	german	noun	iguana	1
muñeira	muɲeɾa	german	noun	muñeira	1
intelligenz	ɪntɛligɛnt͡s	german	noun	intelligence	1
miso	mizo	german	noun	miso	1
fortissimo	fɔʁtɪsimo	german	noun	fortissimo	1
matinee	matine	german	noun	matinée	1
pop	pɔp	german	noun	pop	1
oase	oazə	german	noun	oasis	1
vision	vizi̯on	german	noun	vision	1
motette	motɛtə	german	noun	motet	1
vikunja	fikunja	german	noun	vicuña	1
demokratie	demokrati	german	noun	democracy	1
funk	faŋk	german	noun	funk	1
fresko	fʁɛsko	german	noun	fresco	1
vaudeville	vodəvil	german	noun	vaudeville	1
kapelle	kapɛlə	german	noun	cappella	1
falsett	falcet	german	noun	falsetto	1
situation	zituat͡si̯on	german	noun	situation	1
nacho	natʃo	german	noun	nacho	1
flamenco	flamɛnko	german	noun	flamenco	1
produkt	pʁodʊkt	german	noun	product	1
schule	ʃulə	german	noun	school	1
tennis	tɛnɪs	german	noun	tennis	1
sarabande	zaʁabãndə	german	noun	sarabande	1
bariton	baʁiton	german	noun	baritone	1
gong	ɡɔŋ	german	noun	gong	1
courante	kuʁãtə	german	noun	courante	1
bossa nova	bɔsanova	german	noun	bossa_nova	1
hip-hop	hɪphɔp	german	noun	hip_hop	1
samba	zamba	german	noun	samba	1
chinchilla	tʃɪntʃɪla	german	noun	chinchilla	1
methode	metodə	german	noun	method	1
avatar	avaˌtaɐ̯	german	noun	avatar	1
bonanza	bonantsa	german	noun	bonanza	1
sampan	zampan	german	noun	sampan	1
korvette	kɔʁvɛtə	german	noun	corvette	1
ballade	baladə	german	noun	ballad	1
yoga	joɡa	german	noun	yoga	1
koralle	koʁalə	german	noun	coral	1
magazin	magatsin	german	noun	magazine	1
festival	fɛstɪval	german	noun	festival	1
mazurka	mazuʁka	german	noun	mazurka	1
conga	kɔŋɡa	german	noun	conga	1
kantate	kantatə	german	noun	cantata	1
wasabi	vasabi	german	noun	wasabi	1
mesa	meza	german	noun	mesa	1
fantasie	fantazi	german	noun	fantasia	1
dschungel	dʃʊŋəl	german	noun	jungle	1
techno	tɛkno	german	noun	techno	1
brigantine	bʁiɡantinə	german	noun	brigantine	1
instrument	ɪnstʁumɛnt	german	noun	instrument	1
arie	aʁi̯ə	german	noun	aria	1
alt	alt	german	noun	alto	1
savanne	zavanə	german	noun	savanna	1
menuett	mɛnyʊɛt	german	noun	minuet	1
judo	dʒudo	german	noun	judo	1
cha-cha	tʃatʃa	german	noun	cha_cha	1
rum	ʁʊm	german	noun	rum	1
voodoo	vudu	german	noun	voodoo	1
isthmus	ɪstmʊs	german	noun	isthmus	1
requiem	ʁekviɛm	german	noun	requiem	1
cumbia	kumbia	german	noun	cumbia	1
iglu	iɡlu	german	noun	igloo	1
tundra	tʊndʁa	german	noun	tundra	1
diminuendo	diminʊɛndo	german	noun	diminuendo	1
barrakuda	baʁakuda	german	noun	barracuda	1
kobra	kobʁa	german	noun	cobra	1
liaison	liazɔ̃	german	noun	liaison	1
international	ɪntɐnat͡si̯onal	german	noun	international	1
toboggan	tobogan	german	noun	toboggan	1
natürlich	natyɐ̯lɪç	german	noun	natural	1
virtuose	vɪʁtuozə	german	noun	virtuoso	1
heiß	haɪs	german	adjective	hot	0
hier	hiɐ̯	german	function	here	0
kieselstein	kizəlʃtaɪ̯n	german	noun	pebble	0
mutter	mʊtɐ	german	noun	mother	0
segelboot	zeɡəlbot	german	noun	sailboat	0
oder	odɐ	german	function	or	0
grat	ɡʁat	german	noun	ridge	0
hinterland	hɪntɐlant	german	noun	hinterland	0
seestern	zeʃtɛʁn	german	noun	starfish	0
klein	klaɪn	german	adjective	little	0
heim	haɪm	german	noun	home	0
trocken	tʁɔkən	german	adjective	dry	0
garnele	ɡaʁnelə	german	noun	shrimp	0
verstehen	fɛʁʃteən	german	verb	understand	0
fiesta	fiɛsta	german	adjective	happy	0
liebe	libə	german	noun	love	0
für	fyɐ̯	german	function	for	0
wissenschaft	vɪsnʃaft	german	noun	science	0
mond	mont	german	noun	moon	0
durch	dʊʁç	german	function	through	0
gegen	ɡeɡn̩	german	function	against	0
senden	zɛndn̩	german	verb	send	0
nein	naɪn	german	function	no	0
stadt	ʃtat	german	noun	city	0
unten	ʊntən	german	function	down	0
kaffee	kafe	german	noun	coffee	0
versuchen	fɛʁzuxən	german	verb	try	0
bär	bɛɐ̯	german	noun	bear	0
gletscher	ɡlɛtʃɐ	german	noun	glacier	0
wahr	vaɐ̯	german	adjective	true	0
dann	dan	german	function	then	0
sie	zi	german	function	them	0
handbuch	hantbʊx	german	noun	manual	0
brennen	bʁɛnən	german	verb	burn	0
dass	das	german	function	that	0
land	lant	german	noun	land	0
seepferdchen	zepfɛʁtçən	german	noun	seahorse	0
uns	ʊns	german	function	us	0
bewegen	bəveɡn̩	german	verb	move	0
scheinen	ʃaɪnən	german	verb	seem	0
zitrone	tsitʁonə	german	noun	lemon	0
nahe	naə	german	function	near	0
regen	ʁeɡn̩	german	noun	rain	0
gut	ɡut	german	adjective	good	0
klein	klaɪn	german	adjective	small	0
jeder	jedɐ	german	function	each	0
milch	mɪlç	german	noun	milk	0
poltergeist	pɔltɐɡaɪst	german	noun	day	0
auf	aʊf	german	function	up	0
alle	alə	german	function	all	0
schreiben	ʃraibn	german	verb	write	0
schläger	ʃlɛgɐ	german	verb	bake	0
sturm	ʃtuʁm	german	noun	storm	0
zählen	tsɛlən	german	verb	count	0
chor	koɐ̯	german	noun	choir	0
kaputt	kapʊt	german	noun	kaput	0
angst	aŋst	german	noun	angst	0
chor	koɐ̯	german	noun	chorus	0
allein	alaɪ̯n	german	adjective	alone	0
setzen	zɛtsn̩	german	verb	put	0
angst	aŋst	german	noun	fear	0
matratze	matʁatsə	german	verb	dance	0
leitmotiv	laɪtmotif	german	noun	leitmotif	0
bonanza	bonantsa	german	adjective	old	0
gold	ɡɔlt	german	function	gold	0
blitz	blɪt͡s	german	noun	sister	0
doppelgänger	dɔpl̩ɡɛŋɐ	german	noun	bed	0
lastkahn	lastkan	german	noun	barge	0
vier	fiɐ̯	german	adjective	four	0
mein	maɪn	german	function	my	0
himmel	hɪməl	german	noun	sky	0
wo	vo	german	function	where	0
bumerang	buməʁaŋ	german	noun	name	0
hund	hʊnt	german	noun	dog	0
sie	zi	german	function	she	0
entlang	ɛntlaŋ	german	function	along	0
avatar	avaˌtaɐ̯	german	verb	draw	0
bringen	bʁɪŋən	german	verb	bring	0
dekor	dekɔʁ	german	noun	hair	0
schlafen	ʃlafn̩	german	verb	sleep	0
verboten	fɛrboten	german	verb	verboten	0
weg	vɛk	german	function	away	0
hinterland	hɪntɐlant	german	noun	student	0
zurück	t͡suʁʏk	german	noun	back	0
glauben	ɡlaʊ̯bn̩	german	verb	believe	0
zitrone	tsitʁonə	german	verb	sing	0
blasen	blazn̩	german	verb	blow	0
cappuccino	kaputtʃino	german	adjective	weak	0
nach	naχ	german	function	after	0
essen	ɛsən	german	noun	food	0
wüste	vystə	german	noun	desert	0
hubschrauber	hupʃraubɐ	german	noun	helicopter	0
legen	leɡən	german	verb	lay	0
sehr	zeɐ̯	german	adverb	very	0
tintenfisch	tɪntənfɪʃ	german	noun	squid	0
karte	kaʁtə	german	noun	map	0
braun	bʁaʊn	german	adjective	brown	0
stoppen	ʃtɔpn̩	german	verb	stop	0
auge	aʊɡə	german	noun	eye	0
werden	veɐdn̩	german	verb	become	0
sohn	zon	german	noun	son	0
gesundheit	ɡəzʊnthait	german	noun	gesundheit	0
obwohl	ɔpvol	german	function	although	0
platz	plats	german	noun	plaza	0
hügel	hyɡl̩	german	noun	butte	0
frau	fʁaʊ	german	noun	woman	0
von	fɔn	german	function	from	0
canyon	kɛnjɔn	german	adjective	new	0
bauen	baʊən	german	verb	build	0
trinken	tʁɪŋkən	german	verb	drink	0
arzt	aʁtst	german	noun	doctor	0
ein	aɪn	german	adjective	one	0
gerechtigkeit	ɡəʁɛçtɪçkaɪt	german	noun	justice	0
gesundheit	ɡəzʊnthait	german	noun	teacher	0
tot	tot	german	adjective	dead	0
glas	glas	german	verb	write	0
finden	fɪndən	german	verb	find	0
sehen	zeən	german	verb	see	0
arbeit	aʁbaɪt	german	noun	work	0
lang	laŋ	german	adjective	long	0
zeigen	tsaɪɡn̩	german	verb	show	0
felsbrocken	fɛlsbʁɔkn̩	german	noun	boulder	0
schauen	ʃaʊən	german	verb	look	0
zerstörer	tsɛʁʃtøʁɐ	german	noun	destroyer	0
so	zo	german	function	so	0
spaziergang	ʃpat͡siɐ̯ɡaŋ	german	verb	walk	0
hymne	hʏmnə	german	noun	hymn	0
schwarz	ʃvaʁt͡s	german	adjective	black	0
leitmotiv	laɪtmotif	german	noun	night	0
haben	habən	german	verb	have	0
kühl	kyl	german	adjective	cool	0
rot	ʁot	german	adjective	red	0
naiv	naif	german	noun	window	0
kreuzer	kʁɔɪ̯tsɐ	german	noun	cruiser	0
öffnen	œfnən	german	verb	open	0
singen	zɪŋən	german	verb	sing	0
wille	vɪlə	german	verb	will	0
hummer	hʊmɐ	german	noun	lobster	0
viele	filə	german	adjective	many	0
gehen	ɡeən	german	verb	walk	0
sagen	zaɡn̩	german	verb	tell	0
hoch	hox	german	adjective	high	0
laufen	laʊfn̩	german	verb	run	0
tief	tif	german	adjective	deep	0
hafen	hafn̩	german	noun	harbor	0
lied	lit	german	noun	lied	0
jetzt	jɛtst	german	function	now	0
dschungel	dʃʊŋəl	german	noun	plant	0
kaufen	kaʊfən	german	verb	buy	0
körper	kœʁpɐ	german	noun	body	0
kämpfen	kɛmpfən	german	verb	fight	0
klischee	kliʃe	german	noun	mouth	0
muschel	mʊʃəl	german	noun	mussel	0
medien	medi̯ən	german	noun	media	0
kind	kɪnt	german	noun	child	0
hauptstadt	haʊptʃtat	german	noun	capital	0
groß	ɡʁos	german	adjective	large	0
genre	ʒɑ̃ʁ	german	noun	heart	0
als	als	german	function	as	0
nacht	naxt	german	noun	night	0
silhouette	zilʊɛt	german	noun	floor	0
welche	vɛlçə	german	function	which	0
bevölkerung	bəfœlkəʁʊŋ	german	noun	population	0
aus	aʊs	german	function	out	0
vigilant	viʒilant	german	noun	grass	0
seetang	zetaŋ	german	noun	seaweed	0
aber	abɐ	german	function	but	0
baumwolle	baʊmvɔlə	german	verb	open	0
eis	aɪs	german	noun	ice	0
klettern	klɛtɐn	german	verb	climb	0
wind	vɪnt	german	noun	wind	0
kai	kaɪ̯	german	noun	wharf	0
ensemble	ɑ̃sɑ̃bl̩	german	noun	arm	0
zeitgeist	t͡saɪtɡaɪst	german	noun	zeitgeist	0
tür	tyɐ̯	german	noun	door	0
spiel	ʃpil	german	verb	eat	0
verlassen	fɛʁlasən	german	verb	leave	0
über	ybyr	german	verb	sleep	0
voll	fɔl	german	adjective	full	0
blau	blaʊ̯	german	adjective	blue	0
freundlich	fʁɔʏntlɪç	german	adjective	kind	0
vogel	foɡl̩	german	noun	bird	0
von	fɔn	german	function	of	0
ein anderer	aɪnandəʁɐ	german	function	another	0
würde	vʏrdə	german	verb	would	0
doppelgänger	dɔpl̩ɡɛŋɐ	german	noun	doppelganger	0
auch	aʊ̯x	german	adverb	also	0
schon	ʃon	german	adverb	already	0
sie	zi	german	function	they	0
es	ʔɛs	german	function	it	0
muschel	mʊʃəl	german	noun	clam	0
links	lɪŋks	german	adjective	left	0
taco	tako	german	adverb	always	0
noch	nɔx	german	adverb	yet	0
gut	ɡut	german	adjective	well	0
kann	kan	german	verb	may	0
marimba	maʁɪmba	german	verb	study	0
zeichnen	tsaɪçnən	german	verb	draw	0
über	ybɐ	german	function	over	0
er	ʔeɐ̯	german	function	he	0
wenig	venɪç	german	adverb	few	0
baum	baʊm	german	noun	tree	0
apfel	apfəl	german	noun	apple	0
mann	man	german	noun	man	0
fallen lassen	falənlasən	german	verb	drop	0
u-boot	ubot	german	noun	submarine	0
frei	fʁaɪ	german	adjective	free	0
strand	ʃtʁant	german	noun	beach	0
was	vas	german	function	what	0
riff	ʁɪf	german	noun	reef	0
dschunke	dʃʊŋkə	german	noun	junk	0
pyjama	pydʒama	german	noun	harvest	0
platz	plats	german	adjective	big	0
hoffnung	hɔfnʊŋ	german	noun	hope	0
tarif	taʁif	german	verb	work	0
führen	fyʁən	german	verb	lead	0
klippe	klɪpə	german	noun	cliff	0
ich	ɪç	german	function	i	0
hören	høʁən	german	verb	hear	0
mojo	modʒo	german	verb	teach	0
fassade	fasadə	german	noun	leg	0
hang	haŋ	german	noun	slope	0
helfen	hɛlfən	german	verb	help	0
jung	jʊŋ	german	adjective	young	0
viel	fil	german	adverb	much	0
tier	tiɐ̯	german	noun	animal	0
mehr	meɐ̯	german	adverb	more	0
glas	glas	german	noun	jar	0
auster	aʊstɐ	german	noun	oyster	0
pferd	pfeɐ̯t	german	noun	horse	0
schoner	ʃonɐ	german	noun	schooner	0
fest	fɛst	german	noun	friend	0
in	ɪn	german	function	in	0
sonne	zɔnə	german	noun	sun	0
welt	vɛlt	german	noun	world	0
nehmen	nemən	german	verb	take	0
grün	ɡʁyn	german	adjective	green	0
bravo	bʁavo	german	verb	dream	0
tag	tak	german	noun	day	0
schließen	ʃlisən	german	verb	close	0
voodoo	vudu	german	verb	play	0
treffen	tʁɛfn̩	german	verb	meet	0
qualle	kvalə	german	noun	jellyfish	0
alkohol	alkohol	german	verb	take	0
beginnen	bəɡɪnən	german	verb	begin	0
leben	lebən	german	verb	live	0
vater	fatɐ	german	noun	father	0
burrito	buʁito	german	adverb	quickly	0
fallen	falən	german	verb	fall	0
neu	nɔʏ	german	adjective	new	0
gesicht	ɡəzɪçt	german	noun	face	0
tsunami	tsunami	spanish	noun	tsunami	1
sudoku	sudo̞ku	spanish	noun	sudoku	1
origami	oriɣami	spanish	noun	origami	1
octeto	okteto	spanish	noun	octet	1
bravo	bɾaβo	spanish	adverb	bravo	1
mazurca	masuɾka	spanish	noun	mazurka	1
orquestación	oɾkestaθjon	spanish	noun	orchestration	1
country	kuntri	spanish	noun	country	1
géiser	xeiser	spanish	noun	geyser	1
decoración	dekoraθjon	spanish	noun	décor	1
cebra	θeβra	spanish	noun	zebra	1
glaciar	ɡlaθjaɾ	spanish	noun	glacier	1
azúcar	aθukaɾ	spanish	noun	sugar	1
marimba	maɾimba	spanish	noun	marimba	1
computadora	komputaðoɾa	spanish	noun	computer	1
salmo	salmo	spanish	noun	psalm	1
karaoke	karaoke	spanish	noun	karaoke	1
canoa	kanoa	spanish	noun	canoe	1
coda	koda	spanish	noun	coda	1
material	mateɾjal	spanish	noun	material	1
internet	inteɾnet	spanish	noun	internet	1
serenata	seɾenata	spanish	noun	serenade	1
fantasía	fantasja	spanish	noun	fantasia	1
chacona	tʃakona	spanish	noun	chaconne	1
comedia	komeðja	spanish	noun	comedy	1
panda	panda	spanish	noun	panda	1
policía	poliθja	spanish	noun	police	1
programa	pɾoɣɾama	spanish	noun	program	1
